Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0854,FC-WB3C2-005,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Limits of Consultation,What can consultation do - and what can it not do?,"Consultation can improve reasoning and risk management, but responsibility remains with the treating clinician. It does not create competence, expand statutory scope, or cure an unlawful role or setting.","Consultation is support, not a transfer of responsibility or a legal shortcut.",WB3-C2-Q005,CTA-MQB-0243,WB3-C2 §4 and §7,CONSULT,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0855,FC-WB3C2-006,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Emergency Bridge Care,What should a clinician do when acute risk requires action but specialty expertise is unavailable?,"Provide necessary stabilization within actual competence, seek consultation, and arrange appropriate specialty or higher-level care. Emergency circumstances justify a limited protective bridge - not unsupported long-term specialty treatment.","In acute risk, stabilize first within competence, then connect the client to appropriate care.",WB3-C2-Q006,CTA-MQB-0244,WB3-C2 §4 and §8,EMERGENCY,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0856,FC-WB3C2-007,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Evidence of Individual Competence,Which facts most directly show whether the individual clinician is competent?,"Relevant education, training, supervised experience, demonstrated skill, cultural responsiveness, consultation resources, outcome monitoring, and current functioning are competence evidence.","Match each fact to the correct gate: scope, competence, or present authority.",WB3-C2-Q007,CTA-MQB-0245,WB3-C2 §4,COMPETENCE,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0857,FC-WB3C2-008,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Instrument-Specific Qualifications,Does general clinical experience authorize use of every specialized assessment instrument?,"No. The clinician must satisfy instrument-specific training, publisher qualification, permission, scoring, and interpretation requirements before administering or interpreting it.",Broad assessment authority never erases tool-specific competence requirements.,WB3-C2-Q008,CTA-MQB-0246,WB3-C2 §4 and §8,ASSESSMENT,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0858,FC-WB3C2-009,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Continuity During Referral or Transfer,How should a clinician respond when a client's needs exceed current competence?,"Discuss the limitation, arrange consultation or referral, support an organized transition, continue necessary care during the bridge when appropriate, and document the continuity plan.",Referral questions usually test continuity and avoidance of abandonment - not only recognition of a limit.,WB3-C2-Q009,CTA-MQB-0247,WB3-C2 §7,CONTINUITY,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0859,FC-WB3C2-010,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Employer Permission Is Not Enough,"Can an employer authorize a service that fails legal scope, competence, registration, or supervision requirements?","No. Employer permission matters only after the legal scope, individual competence, and present-authority requirements are satisfied. Organizational permission cannot waive law.",Law and professional standards control over internal permission.,WB3-C2-Q010,CTA-MQB-0248,WB3-C2 §5 and §9,AUTHORITY,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0860,FC-WB3C2-011,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Unfamiliar Service Response,Does unfamiliarity automatically mean a service is outside clinical-social-work scope?,"No. Assess whether targeted training, supervision, consultation, a narrower role, referral, or transfer can safely address the need.","Unfamiliarity calls for a support-and-safety analysis, not automatic exclusion.",WB3-C2-Q011,CTA-MQB-0249,WB3-C2 §3-§4,SUPPORT,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0861,FC-WB3C2-012,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Supervision Versus Consultation,How are supervision and consultation different for an ASW?,Supervision is the legally structured oversight and accountability relationship required for ASW practice. Consultation is supplemental focused advice and does not replace supervision.,"For ASWs, supervision is required accountability; consultation is optional support.",WB3-C2-Q012,CTA-MQB-0250,WB3-C2 §5 and §7,SUPERVISION,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0862,FC-WB3C2-013,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Current Fitness to Practice,How does deteriorating concentration during high-risk work affect the S-C-A analysis?,"It directly affects individual competence and current fitness to practice safely. Competence includes present functioning, not only past education or experience.",Current impairment or functioning can change what the clinician may safely do today.,WB3-C2-Q013,CTA-MQB-0251,WB3-C2 §4,FITNESS,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0863,FC-WB3C2-014,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Language Access and Cultural Competence,What must be considered when the client prefers a language the clinician does not speak?,"Arrange appropriate language access, consider cultural consultation, protect confidentiality, and honestly assess whether the clinician can provide competent care. A family member is not automatically an appropriate interpreter.","Evaluate language access, culture, confidentiality, and competence together.",WB3-C2-Q014,CTA-MQB-0252,WB3-C2 §4 and §8,CULTURE,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0864,FC-WB3C2-015,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Proceeding With Focused Support,Must a clinician automatically decline a service whenever focused support is needed?,"No. When profession scope, competence, and present authority are otherwise satisfied, appropriate supervision or consultation, outcome monitoring, safeguards, and documentation may support safe practice.",Needing support does not automatically equal incompetence.,WB3-C2-Q015,CTA-MQB-0253,WB3-C2 §4 and §7,SUPPORT,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
CTA-EP-002-FC-0865,FC-WB3C2-016,,Active,REPLACE-LCSW,Workbook 3,Professional Competence,3,2,Scope of Practice vs. Scope of Competence,LCSW Replacement,Scope-Equals-Competence Trap,What reasoning error occurs when a candidate chooses a service only because it is legally within clinical social work?,"The candidate has collapsed profession scope into individual competence and present authority. A legally included service is not automatically appropriate for every clinician, role, or setting.",Reject the assumption that profession scope proves personal competence.,WB3-C2-Q016,CTA-MQB-0254,WB3-C2 §3 and §9,TRAP,"Clinical Social Worker Practice Act and current BBS LCSW/ASW guidance on scope, status, setting, employment, supervision, and lawful authority; NASW competence and client-welfare standards","Recheck statutes, BBS Law Changes, ASW FAQ, and supervision guidance before item-bank lock, LMS build, and public release","August 7, 2026",1.0,2026-08-07,Synchronized,WB3C2
